work,edu,free_time,health,chores,age,job,mbti,gender,category_else
4,2,5,3,1,22,3,1,1,6
2,3,4,5,1,37,5,0,1,6
5,4,3,2,1,30,5,7,1,6
5,4,3,2,1,30,5,13,1,6
4,1,2,5,3,30,4,12,0,6
5,3,4,2,1,21,3,3,1,6
1,3,4,5,2,23,3,1,0,6
4,2,1,5,3,25,3,1,0,6
3,5,4,2,1,20,4,12,1,6
5,2,1,3,4,29,3,7,1,6
5,3,4,2,1,28,4,0,0,6
3,5,4,2,1,40,5,6,1,6
3,4,5,2,1,37,5,0,1,6
4,1,2,5,3,31,5,9,1,6
5,1,4,3,2,25,4,5,0,6
4,3,5,2,1,32,5,5,1,6
3,5,4,2,1,26,3,15,1,6
5,4,3,1,2,40,5,6,1,6
5,4,3,2,1,21,3,7,1,6
4,2,5,3,1,28,4,0,0,6
1,3,2,4,5,21,3,7,1,6
3,1,5,4,2,21,3,3,1,6
1,2,3,4,5,27,4,4,0,6
2,3,4,5,1,29,5,12,1,6
4,2,5,3,1,32,5,5,1,6
2,1,4,3,5,28,4,12,0,6
4,1,2,5,3,24,3,12,1,6
2,5,3,4,1,45,4,6,0,6
4,3,2,1,5,45,4,6,0,6
1,2,4,5,3,30,4,5,1,6
4,1,2,5,3,31,5,9,1,6
5,2,3,4,1,30,5,13,1,6
4,3,2,5,1,40,5,6,1,6
1,2,3,4,5,31,5,9,1,6
5,1,4,3,2,30,5,13,1,6
4,2,3,5,1,24,3,4,1,6
1,2,4,5,3,20,3,7,1,6
5,2,1,4,3,30,5,7,1,6
3,4,5,2,1,25,5,10,1,6
1,2,3,4,5,25,3,1,0,6
1,2,4,5,3,24,3,12,1,6
2,3,4,5,1,23,3,1,0,6
4,2,3,5,1,29,3,7,1,6
5,3,4,2,1,33,8,11,1,6
4,5,3,2,1,29,5,12,1,6
1,2,3,4,5,33,8,11,1,6
2,3,4,5,1,22,3,0,1,6
4,3,5,2,1,25,4,14,0,6
2,3,4,5,1,25,4,1,0,6
1,2,3,4,5,20,2,1,0,6
5,2,4,3,1,20,2,14,1,6
3,2,1,4,5,37,5,0,1,6
2,3,4,5,1,26,4,15,1,6
2,3,4,5,1,25,5,9,0,6
3,4,5,2,1,24,3,4,1,6
3,4,5,2,1,25,4,14,0,6
5,1,3,2,4,45,4,6,0,6
2,3,1,5,4,24,3,4,1,6
5,2,1,3,4,30,4,12,0,6
2,5,4,3,1,43,8,11,1,6
5,2,1,4,3,43,5,12,0,6
4,5,3,2,1,33,8,11,1,6
5,3,4,2,1,20,3,7,1,6
4,5,3,2,1,37,5,0,1,6
2,3,4,5,1,33,8,11,1,6
1,2,4,5,3,26,4,15,1,6
3,5,4,2,1,30,4,3,0,6
5,1,3,2,4,29,3,7,1,6
3,1,5,4,2,40,5,6,1,6
4,3,1,5,2,22,3,0,1,6
2,1,4,3,5,20,2,1,0,6
1,2,3,4,5,30,3,9,0,6
4,1,3,5,2,23,3,1,0,6
3,4,5,2,1,30,4,3,0,6
4,3,5,2,1,45,5,11,1,6
4,1,2,5,3,38,6,10,1,6
3,1,4,5,2,30,4,12,0,6
5,1,3,4,2,25,5,12,1,6
3,4,5,2,1,30,5,13,1,6
2,3,4,5,1,29,5,12,1,6
3,4,5,2,1,20,2,1,0,6
4,1,3,5,2,32,8,5,1,6
5,2,3,4,1,27,4,4,0,6
4,2,5,3,1,37,5,0,1,6
5,4,3,2,1,44,8,9,1,6
2,3,4,5,1,22,3,0,1,6
2,3,1,5,4,20,4,12,1,6
5,1,4,3,2,29,5,6,0,6
4,3,1,5,2,30,5,13,1,6
4,2,5,3,1,28,4,12,0,6
2,5,4,3,1,43,8,11,1,6
5,1,3,4,2,25,4,1,0,6
4,5,3,2,1,33,8,11,1,6
1,2,3,4,5,25,4,1,0,6
1,2,3,4,5,30,4,12,0,6
5,1,4,3,2,25,3,1,0,6
5,2,1,3,4,25,4,3,0,6
3,5,2,4,1,26,4,15,1,6
3,2,1,4,5,26,3,13,0,6
5,2,4,3,1,28,4,14,1,6
2,5,4,3,1,31,8,11,1,6
4,1,2,5,3,31,5,9,1,6
4,3,1,5,2,25,5,9,0,6
5,2,4,3,1,32,5,5,1,6
5,3,4,2,1,26,3,15,1,6
5,4,2,3,1,25,5,12,1,6
4,1,3,5,2,32,5,5,1,6
2,1,4,3,5,43,5,12,0,6
2,5,4,3,1,25,5,9,0,6
1,2,4,5,3,32,5,5,1,6
1,2,3,4,5,30,4,12,0,6
5,2,1,3,4,25,4,5,0,6
3,4,5,2,1,28,4,14,1,6
5,4,3,2,1,29,5,12,1,6
3,5,2,4,1,24,3,12,1,6
5,2,4,3,1,40,5,6,1,6
5,3,4,2,1,29,5,6,0,6
3,2,1,4,5,45,4,6,0,6
3,1,4,5,2,40,5,6,1,6
4,5,3,2,1,32,5,5,1,6
1,3,4,5,2,29,3,7,1,6
5,2,1,3,4,29,5,12,1,6
1,2,4,5,3,40,5,6,1,6
4,3,2,5,1,26,4,4,0,6
4,2,1,5,3,40,5,6,1,6
4,5,3,2,1,31,5,9,1,6
4,5,3,2,1,25,4,5,0,6
4,3,5,2,1,25,5,9,0,6
4,3,5,2,1,20,4,12,1,6
3,4,2,5,1,40,5,6,1,6
5,4,2,3,1,32,5,5,1,6
5,2,4,3,1,4,0,3,1,6
4,3,1,5,2,28,4,14,1,6
4,5,3,2,1,24,3,4,1,6
4,2,3,5,1,30,5,13,1,6
2,5,4,3,1,45,4,6,0,6
5,1,3,2,4,31,8,11,1,6
2,3,4,5,1,30,4,3,0,6
5,1,3,4,2,21,3,3,1,6
4,3,1,5,2,4,0,3,1,6
3,5,2,4,1,25,3,1,0,6
5,2,1,4,3,27,4,0,0,6
5,4,3,2,1,22,3,0,1,6
2,5,4,3,1,31,5,9,1,6
4,2,1,5,3,26,4,4,0,6
2,3,4,5,1,45,5,11,1,6
5,1,3,4,2,28,4,12,0,6
4,5,3,2,1,20,4,12,1,6
4,1,3,5,2,30,5,7,1,6
5,1,3,2,4,30,4,3,0,6
3,2,1,4,5,40,5,6,1,6
5,2,1,3,4,40,5,6,1,6
4,3,5,2,1,22,3,0,1,6
1,2,3,4,5,45,4,6,0,6
1,2,3,4,5,22,3,0,1,6
3,5,4,2,1,38,6,10,1,6
5,2,4,3,1,43,5,12,0,6
5,2,4,3,1,22,3,0,1,6
1,2,3,4,5,22,3,0,1,6
5,2,1,4,3,22,3,0,1,6
4,3,1,5,2,20,2,1,0,6
4,1,2,5,3,40,5,6,1,6
4,1,2,5,3,24,3,12,1,6
4,3,1,5,2,30,4,12,0,6
1,2,4,5,3,38,6,10,1,6
2,5,4,3,1,28,4,0,0,6
1,3,4,5,2,24,3,4,1,6
5,4,3,2,1,40,5,6,1,6
4,1,2,5,3,24,3,4,1,6
4,1,3,5,2,20,3,7,1,6
4,1,2,5,3,27,4,0,0,6
2,3,4,5,1,23,3,1,0,6
4,1,2,5,3,28,5,12,0,6
1,3,4,5,2,28,4,14,1,6
1,3,4,5,2,20,2,1,0,6
4,5,3,2,1,31,5,9,1,6
3,5,4,2,1,27,4,0,0,6
2,1,4,3,5,22,3,0,1,6
4,1,3,5,2,45,4,6,0,6
5,2,4,3,1,26,3,15,1,6
5,1,3,2,4,28,4,14,1,6
2,3,4,5,1,30,4,5,1,6
5,4,1,3,2,26,3,15,1,6
1,3,4,5,2,37,5,0,1,6
4,3,2,5,1,29,3,7,1,6
4,3,5,2,1,25,5,9,0,6
5,1,4,3,2,30,3,9,0,6
5,2,4,3,1,25,4,14,0,6
4,2,1,5,3,33,8,11,1,6
5,2,4,3,1,25,5,10,1,6
4,3,1,5,2,32,8,5,1,6
5,3,4,2,1,26,3,15,1,6
4,3,1,5,2,30,4,12,0,6
5,2,4,3,1,37,5,0,1,6
2,3,4,5,1,29,5,6,0,6
5,1,2,3,4,25,5,9,0,6
1,2,3,4,5,45,4,6,0,6
2,3,1,5,4,26,3,13,0,6
4,3,1,5,2,37,5,0,1,6
3,5,4,2,1,30,4,5,1,6
4,2,1,5,3,28,4,12,0,6
3,1,4,5,2,25,5,10,1,6
5,2,4,3,1,20,3,7,1,6
3,1,5,4,2,43,8,11,1,6
4,3,2,1,5,4,0,3,1,6
5,1,3,2,4,38,6,10,1,6
4,5,3,2,1,30,3,9,0,6
4,2,1,5,3,26,4,15,1,6
4,3,2,1,5,20,3,7,1,6
3,4,5,2,1,29,3,7,1,6
5,4,3,2,1,20,2,1,0,6
3,4,2,5,1,25,5,9,0,6
5,4,3,2,1,20,4,12,1,6
5,4,1,3,2,20,2,14,1,6
5,1,4,3,2,25,4,3,0,6
5,4,3,2,1,45,4,6,0,6
5,4,1,3,2,28,5,12,0,6
3,4,2,5,1,30,5,7,1,6
5,2,4,3,1,31,8,11,1,6
5,3,4,2,1,25,5,9,0,6
4,3,1,5,2,23,3,1,0,6
5,2,1,4,3,30,4,5,1,6
5,1,3,2,4,29,5,12,1,6
4,1,2,5,3,28,4,12,0,6
2,5,4,3,1,30,4,3,0,6
4,1,2,5,3,29,5,6,0,6
4,1,2,5,3,40,5,6,1,6
2,3,4,5,1,25,4,5,0,6
5,2,4,3,1,28,4,12,0,6
4,5,3,2,1,27,5,6,0,6
4,2,3,5,1,44,8,9,1,6
5,4,3,2,1,21,3,3,1,6
2,1,4,3,5,43,5,12,0,6
1,3,2,4,5,20,3,7,1,6
5,4,2,3,1,27,4,0,0,6
5,2,1,3,4,25,4,14,0,6
3,4,5,2,1,29,3,7,1,6
5,3,4,2,1,32,8,5,1,6
4,3,2,1,5,31,8,11,1,6
5,1,4,3,2,20,3,7,1,6
3,1,5,4,2,31,8,11,1,6
4,3,1,5,2,28,5,12,0,6
4,1,2,5,3,29,5,12,1,6
1,3,4,5,2,27,5,6,0,6
2,3,4,5,1,25,3,1,0,6
3,1,5,4,2,22,3,1,1,6
1,2,4,5,3,25,5,9,0,6
2,3,1,5,4,26,3,13,0,6
4,1,3,5,2,22,3,1,1,6
5,2,4,3,1,30,5,7,1,6
4,3,1,5,2,21,3,7,1,6
4,5,3,2,1,29,3,7,1,6
5,2,1,4,3,4,0,3,1,6
3,4,5,2,1,24,3,4,1,6
5,4,1,3,2,32,5,5,1,6
3,1,5,4,2,29,5,6,0,6
4,3,2,1,5,25,4,3,0,6
5,4,3,2,1,28,5,12,0,6
3,4,2,5,1,24,3,12,1,6
1,2,3,4,5,25,4,3,0,6
3,5,4,2,1,20,2,1,0,6
5,1,3,2,4,22,3,0,1,6
1,2,3,4,5,30,4,5,1,6
4,3,1,5,2,23,3,1,0,6
5,2,4,3,1,20,4,12,1,6
4,1,2,5,3,28,4,0,0,6
2,3,4,5,1,30,4,5,1,6
5,4,3,2,1,28,4,14,1,6
5,1,2,3,4,29,3,7,1,6
4,1,2,5,3,27,4,4,0,6
3,4,2,5,1,32,8,5,1,6
3,4,5,2,1,20,2,14,1,6
3,1,5,4,2,26,3,15,1,6
4,2,3,5,1,25,4,3,0,6
3,4,5,2,1,26,4,15,1,6
4,2,3,5,1,29,3,7,1,6
3,4,5,2,1,29,5,12,1,6
4,1,2,5,3,29,3,7,1,6
2,4,1,5,3,27,4,4,0,6
4,1,2,5,3,40,5,6,1,6
1,3,4,5,2,20,2,14,1,6
3,5,4,2,1,27,4,0,0,6
3,4,5,2,1,29,3,7,1,6
4,3,2,1,5,28,4,14,1,6
5,2,1,4,3,20,3,7,1,6
5,4,3,2,1,23,3,1,0,6
5,1,3,2,4,22,3,0,1,6
5,3,4,2,1,33,8,11,1,6
5,1,3,2,4,20,2,1,0,6
4,2,5,3,1,25,5,10,1,6
2,5,3,4,1,25,5,9,0,6
3,1,5,4,2,30,4,5,1,6
3,4,2,5,1,4,0,3,1,6
2,3,4,5,1,30,5,13,1,6
5,3,4,2,1,33,8,11,1,6
5,4,3,2,1,26,4,4,0,6
2,3,4,5,1,27,4,0,0,6
5,1,3,2,4,31,5,9,1,6
3,1,5,4,2,21,3,3,1,6
1,2,4,5,3,28,5,12,0,6
3,2,1,4,5,4,0,3,1,6
3,1,4,5,2,26,4,4,0,6
4,3,1,5,2,29,3,7,1,6
3,1,4,5,2,30,4,12,0,6
2,4,1,5,3,30,5,7,1,6
5,4,2,3,1,25,4,3,0,6
5,1,2,3,4,20,2,1,0,6
5,1,2,3,4,28,4,0,0,6
1,2,4,5,3,25,5,9,0,6
3,2,1,4,5,32,5,5,1,6
3,5,4,2,1,21,3,7,1,6
2,3,4,5,1,4,0,3,1,6
5,1,3,4,2,26,4,4,0,6
5,1,3,4,2,27,4,4,0,6
3,5,4,2,1,30,4,5,1,6
2,5,3,4,1,31,5,9,1,6
5,4,2,3,1,32,5,5,1,6
5,1,3,2,4,28,4,12,0,6
4,5,3,2,1,25,5,10,1,6
5,2,3,4,1,45,4,6,0,6
5,1,3,2,4,30,5,7,1,6
2,3,1,5,4,45,5,11,1,6
3,1,5,4,2,30,5,7,1,6
5,4,1,3,2,26,4,4,0,6
5,3,4,2,1,20,3,7,1,6
3,4,5,2,1,4,0,3,1,6
4,1,2,5,3,28,4,14,1,6
2,3,4,5,1,23,3,1,0,6
4,3,5,2,1,25,5,9,0,6
4,5,3,2,1,32,5,5,1,6
5,4,2,3,1,30,4,5,1,6
3,4,5,2,1,25,5,12,1,6
2,4,1,5,3,22,3,1,1,6
4,3,2,5,1,25,5,12,1,6
4,2,1,5,3,25,4,5,0,6
3,4,5,2,1,26,4,15,1,6
5,2,1,4,3,23,3,1,0,6
4,1,3,5,2,38,6,10,1,6
1,2,3,4,5,25,4,5,0,6
3,4,5,2,1,25,3,1,0,6
4,1,2,5,3,26,4,15,1,6
2,4,1,5,3,37,5,0,1,6
4,3,2,5,1,28,4,0,0,6
1,3,2,4,5,27,4,0,0,6
3,4,5,2,1,38,6,10,1,6
5,1,3,2,4,28,4,14,1,6
4,3,1,5,2,43,5,12,0,6
2,5,3,4,1,26,4,15,1,6
5,2,4,3,1,25,5,10,1,6
2,1,4,3,5,24,3,12,1,6
5,1,3,2,4,20,4,12,1,6
5,4,3,2,1,31,5,9,1,6
4,1,2,5,3,30,5,13,1,6
4,2,3,5,1,30,4,12,0,6
5,2,1,3,4,32,8,5,1,6
1,3,2,4,5,30,3,9,0,6
3,5,4,2,1,27,5,6,0,6
5,4,3,2,1,30,5,13,1,6
4,1,2,5,3,30,4,12,0,6
2,4,1,5,3,26,4,4,0,6
1,2,3,4,5,25,4,14,0,6
5,4,3,2,1,25,4,3,0,6
5,2,4,3,1,24,3,4,1,6
5,2,3,4,1,30,4,3,0,6
3,1,4,5,2,29,5,6,0,6
2,1,4,3,5,32,5,5,1,6
1,3,4,5,2,27,4,0,0,6
5,1,3,4,2,30,4,12,0,6
5,2,1,3,4,24,3,12,1,6
1,3,4,5,2,29,5,6,0,6
5,1,4,3,2,4,0,3,1,6
2,3,4,5,1,25,5,10,1,6
4,1,2,5,3,28,4,12,0,6
5,1,3,2,4,29,5,12,1,6
4,5,3,2,1,21,3,7,1,6
5,2,1,3,4,20,4,12,1,6
3,5,4,2,1,24,3,4,1,6
3,1,5,4,2,43,8,11,1,6
2,5,4,3,1,30,4,3,0,6
3,4,5,2,1,26,4,15,1,6
5,2,1,3,4,29,5,12,1,6
4,3,1,5,2,27,4,4,0,6
5,1,4,3,2,29,5,6,0,6
3,4,5,2,1,25,3,1,0,6
5,4,3,2,1,30,4,3,0,6
4,2,3,5,1,29,5,12,1,6
1,2,3,4,5,26,3,13,0,6
3,5,2,4,1,29,5,6,0,6
5,3,4,2,1,32,5,5,1,6
5,4,3,2,1,45,4,6,0,6
1,2,4,5,3,25,4,5,0,6
3,4,2,5,1,28,4,0,0,6
2,3,4,5,1,43,8,11,1,6
2,3,4,5,1,30,5,13,1,6
2,4,1,5,3,21,3,3,1,6
4,3,2,1,5,24,3,12,1,6
4,2,5,3,1,30,5,7,1,6
1,2,4,5,3,25,4,5,0,6
3,2,1,4,5,28,5,12,0,6
2,1,4,3,5,25,3,1,0,6
1,2,3,4,5,45,4,6,0,6
4,5,3,2,1,45,5,11,1,6
3,5,4,2,1,45,4,6,0,6
1,3,4,5,2,20,4,12,1,6
5,2,4,3,1,25,4,3,0,6
2,1,4,3,5,25,4,1,0,6
3,1,4,5,2,26,4,15,1,6
3,2,1,4,5,30,4,3,0,6
4,2,3,5,1,21,3,3,1,6
3,1,4,5,2,24,3,12,1,6
3,1,4,5,2,24,3,12,1,6
4,1,2,5,3,45,5,11,1,6
4,3,1,5,2,32,8,5,1,6
5,2,1,3,4,25,5,10,1,6
4,2,1,5,3,26,3,13,0,6
1,2,3,4,5,4,0,3,1,6
3,5,4,2,1,25,3,1,0,6
5,2,1,3,4,45,5,11,1,6
4,1,3,5,2,20,4,12,1,6
5,1,3,2,4,20,2,14,1,6
2,3,4,5,1,25,5,9,0,6
4,3,2,5,1,27,4,0,0,6
4,3,5,2,1,31,5,9,1,6
4,3,5,2,1,43,8,11,1,6
2,3,1,5,4,24,3,4,1,6
2,5,4,3,1,28,4,0,0,6
5,3,4,2,1,21,3,3,1,6
4,2,1,5,3,28,5,12,0,6
1,2,4,5,3,25,4,1,0,6
5,2,4,3,1,27,4,4,0,6
4,3,1,5,2,25,5,9,0,6
5,4,2,3,1,27,5,6,0,6
5,2,3,4,1,40,5,6,1,6
3,4,5,2,1,23,3,1,0,6
4,3,1,5,2,37,5,0,1,6
4,1,2,5,3,22,3,1,1,6
4,3,1,5,2,20,2,14,1,6
4,3,2,1,5,21,3,7,1,6
3,5,2,4,1,26,4,15,1,6
5,4,3,2,1,25,5,12,1,6
5,2,1,3,4,26,4,15,1,6
5,4,2,3,1,44,8,9,1,6
5,4,1,3,2,29,3,7,1,6
2,3,4,5,1,28,4,0,0,6
5,4,1,3,2,37,5,0,1,6
4,5,3,2,1,29,3,7,1,6
4,3,1,5,2,26,4,4,0,6
5,1,4,3,2,26,3,15,1,6
4,1,3,5,2,29,3,7,1,6
5,1,4,3,2,29,5,6,0,6
4,3,2,5,1,25,4,5,0,6
2,1,4,3,5,24,3,12,1,6
4,5,3,2,1,25,4,14,0,6
1,2,4,5,3,32,8,5,1,6
4,3,2,5,1,32,5,5,1,6
2,3,4,5,1,26,3,13,0,6
2,3,4,5,1,20,3,7,1,6
5,2,3,4,1,31,8,11,1,6
3,5,4,2,1,21,3,7,1,6
5,2,4,3,1,22,3,0,1,6
3,5,4,2,1,29,5,6,0,6
3,1,5,4,2,29,5,6,0,6
4,2,3,5,1,30,4,3,0,6
4,1,2,5,3,24,3,4,1,6
1,2,4,5,3,44,8,9,1,6
4,3,2,5,1,25,4,5,0,6
2,3,4,5,1,26,4,4,0,6
4,3,2,1,5,26,4,4,0,6
2,5,4,3,1,32,8,5,1,6
2,3,1,5,4,28,4,0,0,6
3,1,4,5,2,28,5,12,0,6
3,4,5,2,1,33,8,11,1,6
4,3,1,5,2,20,3,7,1,6
5,4,3,2,1,30,5,7,1,6
1,2,4,5,3,30,4,5,1,6
5,1,4,3,2,45,4,6,0,6
4,3,2,1,5,37,5,0,1,6
3,2,1,4,5,30,5,7,1,6
4,1,3,5,2,27,4,4,0,6
3,1,4,5,2,37,5,0,1,6
3,4,5,2,1,25,5,12,1,6
4,2,5,3,1,21,3,7,1,6
4,5,3,2,1,31,8,11,1,6
2,3,1,5,4,40,5,6,1,6
5,2,3,4,1,45,4,6,0,6
4,1,2,5,3,44,8,9,1,6
5,4,2,3,1,25,4,1,0,6
2,4,1,5,3,28,4,14,1,6
4,3,1,5,2,40,5,6,1,6
2,3,1,5,4,30,5,13,1,6
1,2,4,5,3,22,3,0,1,6
4,3,2,1,5,24,3,12,1,6
5,1,4,3,2,32,8,5,1,6
5,1,4,3,2,25,4,3,0,6
3,1,5,4,2,30,5,7,1,6
2,5,3,4,1,20,2,14,1,6
2,5,4,3,1,38,6,10,1,6
5,4,3,2,1,23,3,1,0,6
5,1,3,2,4,30,4,5,1,6
5,4,2,3,1,20,4,12,1,6
4,1,3,5,2,25,5,12,1,6
2,1,4,3,5,22,3,0,1,6
5,4,3,1,2,30,5,7,1,6
3,5,4,2,1,25,5,9,0,6
2,3,1,5,4,29,5,6,0,6
5,4,3,2,1,26,4,15,1,6
3,5,4,2,1,29,5,6,0,6
4,3,1,5,2,31,8,11,1,6
1,3,2,4,5,43,8,11,1,6
5,4,3,1,2,31,5,9,1,6
5,4,1,3,2,25,5,12,1,6
5,2,4,3,1,21,3,7,1,6
2,3,4,5,1,20,3,7,1,6
2,3,1,5,4,45,4,6,0,6
1,2,4,5,3,40,5,6,1,6
5,3,4,2,1,38,6,10,1,6
4,3,2,1,5,31,8,11,1,6
1,2,3,4,5,38,6,10,1,6
4,3,2,1,5,32,8,5,1,6
4,3,1,5,2,25,4,1,0,6
1,3,4,5,2,24,3,12,1,6
4,1,2,5,3,29,3,7,1,6
4,5,3,2,1,32,8,5,1,6
5,2,4,3,1,40,5,6,1,6
5,1,3,4,2,29,5,6,0,6
3,4,2,5,1,30,4,12,0,6
1,2,3,4,5,32,5,5,1,6
1,2,4,5,3,32,8,5,1,6
5,4,3,2,1,40,5,6,1,6
3,4,5,2,1,21,3,7,1,6
5,1,3,2,4,23,3,1,0,6
5,1,3,2,4,27,4,4,0,6
3,2,1,4,5,25,5,9,0,6
5,2,1,3,4,40,5,6,1,6
4,1,3,5,2,25,5,9,0,6
1,2,4,5,3,28,4,0,0,6
5,4,3,2,1,28,4,0,0,6
2,3,4,5,1,25,4,3,0,6
5,1,3,2,4,29,3,7,1,6
4,1,2,5,3,40,5,6,1,6
5,4,3,1,2,30,4,5,1,6
5,2,1,3,4,43,8,11,1,6
4,3,5,2,1,25,4,5,0,6
3,4,5,2,1,32,5,5,1,6
3,5,2,4,1,28,4,12,0,6
1,2,4,5,3,30,5,7,1,6
1,3,2,4,5,32,5,5,1,6
2,4,1,5,3,44,8,9,1,6
1,3,4,5,2,24,3,12,1,6
3,2,1,4,5,20,2,14,1,6
5,4,3,2,1,21,3,7,1,6
3,4,5,2,1,27,4,0,0,6
2,1,4,3,5,25,5,12,1,6
2,3,4,5,1,29,5,12,1,6
5,1,4,3,2,20,2,14,1,6
2,3,4,5,1,31,8,11,1,6
3,4,5,2,1,4,0,3,1,6
5,1,4,3,2,40,5,6,1,6
5,4,3,1,2,22,3,0,1,6
5,1,4,3,2,20,3,7,1,6
3,5,4,2,1,30,5,7,1,6
3,2,1,4,5,33,8,11,1,6
5,2,1,4,3,25,5,9,0,6
5,3,4,2,1,25,4,14,0,6
5,3,4,2,1,26,3,13,0,6
4,3,2,5,1,40,5,6,1,6
5,4,3,2,1,27,4,0,0,6
1,2,4,5,3,32,5,5,1,6
5,2,4,3,1,38,6,10,1,6
3,4,5,2,1,32,5,5,1,6
5,4,3,2,1,25,4,5,0,6
4,2,3,5,1,25,4,14,0,6
2,5,3,4,1,26,3,13,0,6
5,4,3,2,1,30,5,13,1,6
5,4,3,1,2,20,4,12,1,6
